date,food_item,demand,holiday
2024-04-18,Pasta,63,0
2024-04-18,Salad,45,0
2024-04-18,Sandwich,108,0
2024-04-18,Rice Bowl,105,0
2024-04-18,Noodles,74,0
2024-04-18,Soup,38,0
2024-04-19,Pizza,97,0
2024-04-19,Burger,110,0
2024-04-19,Pasta,65,0
2024-04-19,Salad,49,0
2024-04-19,Sandwich,112,0
2024-04-19,Rice Bowl,103,0
2024-04-19,Noodles,69,0
2024-04-19,Soup,40,0
2024-04-20,Pizza,120,0
2024-04-20,Burger,180,0
2024-04-20,Pasta,95,0
2024-04-20,Salad,71,0
2024-04-20,Sandwich,170,0
2024-04-20,Rice Bowl,125,0
2024-04-20,Noodles,134,0
2024-04-20,Soup,60,0
2024-04-21,Pizza,104,0
2024-04-21,Burger,139,0
2024-04-21,Pasta,118,0
2024-04-21,Salad,89,0
2024-04-21,Sandwich,158,0
2024-04-21,Rice Bowl,127,0
2024-04-21,Noodles,124,0
2024-04-21,Soup,55,0
2024-04-22,Pizza,66,0
2024-04-22,Burger,104,0
2024-04-22,Pasta,50,0
2024-04-22,Salad,37,0
2024-04-22,Sandwich,71,0
2024-04-22,Rice Bowl,62,0
2024-04-22,Noodles,58,0
2024-04-22,Soup,37,0
2024-04-23,Pizza,73,0
2024-04-23,Burger,109,0
2024-04-23,Pasta,74,0
2024-04-23,Salad,44,0
2024-04-23,Sandwich,77,0
2024-04-23,Rice Bowl,76,0
2024-04-23,Noodles,73,0
2024-04-23,Soup,34,0
2024-04-24,Pizza,83,0
2024-04-24,Burger,96,0
2024-04-24,Pasta,71,0
2024-04-24,Salad,48,0
2024-04-24,Sandwich,82,0
2024-04-24,Rice Bowl,100,0
2024-04-24,Noodles,82,0
2024-04-24,Soup,34,0
2024-04-25,Pizza,96,0
2024-04-25,Burger,104,0
2024-04-25,Pasta,85,0
2024-04-25,Salad,58,0
2024-04-25,Sandwich,91,0
2024-04-25,Rice Bowl,72,0
2024-04-25,Noodles,71,0
2024-04-25,Soup,42,0
2024-04-26,Pizza,96,0
2024-04-26,Burger,103,0
2024-04-26,Pasta,68,0
2024-04-26,Salad,65,0
2024-04-26,Sandwich,123,0
2024-04-26,Rice Bowl,98,0
2024-04-26,Noodles,74,0
2024-04-26,Soup,41,0
2024-04-27,Pizza,109,0
2024-04-27,Burger,197,0
2024-04-27,Pasta,100,0
2024-04-27,Salad,87,0
2024-04-27,Sandwich,138,0
2024-04-27,Rice Bowl,146,0
2024-04-27,Noodles,134,0
2024-04-27,Soup,76,0
2024-04-28,Pizza,110,0
2024-04-28,Burger,125,0
2024-04-28,Pasta,93,0
2024-04-28,Salad,90,0
2024-04-28,Sandwich,161,0
2024-04-28,Rice Bowl,137,0
2024-04-28,Noodles,121,0
2024-04-28,Soup,66,0
2024-04-29,Pizza,62,0
2024-04-29,Burger,104,0
2024-04-29,Pasta,60,0
2024-04-29,Salad,42,0
2024-04-29,Sandwich,81,0
2024-04-29,Rice Bowl,62,0
2024-04-29,Noodles,58,0
2024-04-29,Soup,39,0
2024-04-30,Pizza,63,0
2024-04-30,Burger,98,0
2024-04-30,Pasta,59,0
2024-04-30,Salad,45,0
2024-04-30,Sandwich,78,0
2024-04-30,Rice Bowl,76,0
2024-04-30,Noodles,77,0
2024-04-30,Soup,34,0
2024-05-01,Pizza,82,0
2024-05-01,Burger,99,0
2024-05-01,Pasta,74,0
2024-05-01,Salad,58,0
2024-05-01,Sandwich,98,0
2024-05-01,Rice Bowl,75,0
2024-05-01,Noodles,60,0
2024-05-01,Soup,36,0
2024-05-02,Pizza,87,0
2024-05-02,Burger,86,0
2024-05-02,Pasta,73,0
2024-05-02,Salad,54,0
2024-05-02,Sandwich,88,0
2024-05-02,Rice Bowl,98,0
2024-05-02,Noodles,66,0
2024-05-02,Soup,34,0
2024-05-03,Pizza,100,0
2024-05-03,Burger,114,0
2024-05-03,Pasta,86,0
2024-05-03,Salad,56,0
2024-05-03,Sandwich,93,0
2024-05-03,Rice Bowl,110,0
2024-05-03,Noodles,96,0
2024-05-03,Soup,49,0
2024-05-04,Pizza,122,0
2024-05-04,Burger,175,0
2024-05-04,Pasta,111,0
2024-05-04,Salad,70,0
2024-05-04,Sandwich,177,0
2024-05-04,Rice Bowl,122,0
2024-05-04,Noodles,149,0
2024-05-04,Soup,66,0
2024-05-05,Pizza,109,0
2024-05-05,Burger,158,0
2024-05-05,Pasta,125,0
2024-05-05,Salad,85,0
2024-05-05,Sandwich,157,0
2024-05-05,Rice Bowl,141,0
2024-05-05,Noodles,125,0
2024-05-05,Soup,71,0
2024-05-06,Pizza,64,0
2024-05-06,Burger,89,0
2024-05-06,Pasta,55,0
2024-05-06,Salad,53,0
2024-05-06,Sandwich,95,0
2024-05-06,Rice Bowl,62,0
2024-05-06,Noodles,73,0
2024-05-06,Soup,42,0
2024-05-07,Pizza,66,0
2024-05-07,Burger,97,0
2024-05-07,Pasta,77,0
2024-05-07,Salad,38,0
2024-05-07,Sandwich,92,0
2024-05-07,Rice Bowl,74,0
2024-05-07,Noodles,83,0
2024-05-07,Soup,45,0
2024-05-08,Pizza,94,0
2024-05-08,Burger,98,0
2024-05-08,Pasta,80,0
2024-05-08,Salad,56,0
2024-05-08,Sandwich,83,0
2024-05-08,Rice Bowl,96,0
2024-05-08,Noodles,61,0
2024-05-08,Soup,41,0
2024-05-09,Pizza,74,0
2024-05-09,Burger,89,0
2024-05-09,Pasta,61,0
2024-05-09,Salad,56,0
2024-05-09,Sandwich,88,0
2024-05-09,Rice Bowl,97,0
2024-05-09,Noodles,65,0
2024-05-09,Soup,38,0
2024-05-10,Pizza,93,0
2024-05-10,Burger,128,0
2024-05-10,Pasta,74,0
2024-05-10,Salad,60,0
2024-05-10,Sandwich,119,0
2024-05-10,Rice Bowl,102,0
2024-05-10,Noodles,77,0
2024-05-10,Soup,37,0
2024-05-11,Pizza,155,0
2024-05-11,Burger,136,0
2024-05-11,Pasta,136,0
2024-05-11,Salad,85,0
2024-05-11,Sandwich,178,0
2024-05-11,Rice Bowl,160,0
2024-05-11,Noodles,151,0
2024-05-11,Soup,63,0
2024-05-12,Pizza,138,0
2024-05-12,Burger,149,0
2024-05-12,Pasta,108,0
2024-05-12,Salad,81,0
2024-05-12,Sandwich,161,0
2024-05-12,Rice Bowl,158,0
2024-05-12,Noodles,129,0
2024-05-12,Soup,60,0
2024-05-13,Pizza,69,0
2024-05-13,Burger,98,0
2024-05-13,Pasta,56,0
2024-05-13,Salad,37,0
2024-05-13,Sandwich,76,0
2024-05-13,Rice Bowl,69,0
2024-05-13,Noodles,62,0
2024-05-13,Soup,32,0
2024-05-14,Pizza,62,0
2024-05-14,Burger,76,0
2024-05-14,Pasta,79,0
2024-05-14,Salad,46,0
2024-05-14,Sandwich,81,0
2024-05-14,Rice Bowl,86,0
2024-05-14,Noodles,63,0
2024-05-14,Soup,44,0
2024-05-15,Pizza,89,0
2024-05-15,Burger,83,0
2024-05-15,Pasta,67,0
2024-05-15,Salad,57,0
2024-05-15,Sandwich,106,0
2024-05-15,Rice Bowl,83,0
2024-05-15,Noodles,78,0
2024-05-15,Soup,34,0
2024-05-16,Pizza,100,0
2024-05-16,Burger,93,0
2024-05-16,Pasta,86,0
2024-05-16,Salad,55,0
2024-05-16,Sandwich,98,0
2024-05-16,Rice Bowl,89,0
2024-05-16,Noodles,70,0
2024-05-16,Soup,36,0
2024-05-17,Pizza,81,0
2024-05-17,Burger,100,0
2024-05-17,Pasta,89,0
2024-05-17,Salad,54,0
2024-05-17,Sandwich,85,0
2024-05-17,Rice Bowl,116,0
2024-05-17,Noodles,99,0
2024-05-17,Soup,53,0
2024-05-18,Pizza,161,0
2024-05-18,Burger,146,0
2024-05-18,Pasta,113,0
2024-05-18,Salad,93,0
2024-05-18,Sandwich,164,0
2024-05-18,Rice Bowl,123,0
2024-05-18,Noodles,142,0
2024-05-18,Soup,60,0
2024-05-19,Pizza,111,0
2024-05-19,Burger,158,0
2024-05-19,Pasta,113,0
2024-05-19,Salad,80,0
2024-05-19,Sandwich,117,0
2024-05-19,Rice Bowl,152,0
2024-05-19,Noodles,106,0
2024-05-19,Soup,53,0
2024-05-20,Pizza,83,0
2024-05-20,Burger,106,0
2024-05-20,Pasta,72,0
2024-05-20,Salad,50,0
2024-05-20,Sandwich,86,0
2024-05-20,Rice Bowl,78,0
2024-05-20,Noodles,56,0
2024-05-20,Soup,34,0
2024-05-21,Pizza,72,0
2024-05-21,Burger,85,0
2024-05-21,Pasta,72,0
2024-05-21,Salad,47,0
2024-05-21,Sandwich,71,0
2024-05-21,Rice Bowl,71,0
2024-05-21,Noodles,76,0
2024-05-21,Soup,31,0
2024-05-22,Pizza,91,0
2024-05-22,Burger,99,0
2024-05-22,Pasta,69,0
2024-05-22,Salad,51,0
2024-05-22,Sandwich,101,0
2024-05-22,Rice Bowl,79,0
2024-05-22,Noodles,80,0
2024-05-22,Soup,41,0
2024-05-23,Pizza,76,0
2024-05-23,Burger,120,0
2024-05-23,Pasta,82,0
2024-05-23,Salad,55,0
2024-05-23,Sandwich,107,0
2024-05-23,Rice Bowl,102,0
2024-05-23,Noodles,85,0
2024-05-23,Soup,47,0
2024-05-24,Pizza,99,0
2024-05-24,Burger,123,0
2024-05-24,Pasta,84,0
2024-05-24,Salad,63,0
2024-05-24,Sandwich,89,0
2024-05-24,Rice Bowl,112,0
2024-05-24,Noodles,99,0
2024-05-24,Soup,37,0
2024-05-25,Pizza,152,0
2024-05-25,Burger,143,0
2024-05-25,Pasta,110,0
2024-05-25,Salad,92,0
2024-05-25,Sandwich,131,0
2024-05-25,Rice Bowl,161,0
2024-05-25,Noodles,143,0
2024-05-25,Soup,67,0
2024-05-26,Pizza,100,0
2024-05-26,Burger,142,0
2024-05-26,Pasta,114,0
2024-05-26,Salad,93,0
2024-05-26,Sandwich,147,0
2024-05-26,Rice Bowl,119,0
2024-05-26,Noodles,123,0
2024-05-26,Soup,63,0
2024-05-27,Pizza,80,0
2024-05-27,Burger,75,0
2024-05-27,Pasta,69,0
2024-05-27,Salad,45,0
2024-05-27,Sandwich,96,0
2024-05-27,Rice Bowl,71,0
2024-05-27,Noodles,71,0
2024-05-27,Soup,42,0
2024-05-28,Pizza,63,0
2024-05-28,Burger,111,0
2024-05-28,Pasta,71,0
2024-05-28,Salad,39,0
2024-05-28,Sandwich,78,0
2024-05-28,Rice Bowl,87,0
2024-05-28,Noodles,58,0
2024-05-28,Soup,39,0
2024-05-29,Pizza,75,0
2024-05-29,Burger,104,0
2024-05-29,Pasta,57,0
2024-05-29,Salad,57,0
2024-05-29,Sandwich,107,0
2024-05-29,Rice Bowl,100,0
2024-05-29,Noodles,82,0
2024-05-29,Soup,34,0
2024-05-30,Pizza,92,0
2024-05-30,Burger,85,0
2024-05-30,Pasta,59,0
2024-05-30,Salad,48,0
2024-05-30,Sandwich,94,0
2024-05-30,Rice Bowl,98,0
2024-05-30,Noodles,84,0
2024-05-30,Soup,41,0
2024-05-31,Pizza,83,0
2024-05-31,Burger,137,0
2024-05-31,Pasta,78,0
2024-05-31,Salad,56,0
2024-05-31,Sandwich,89,0
2024-05-31,Rice Bowl,109,0
2024-05-31,Noodles,92,0
2024-05-31,Soup,40,0
2024-06-01,Pizza,112,0
2024-06-01,Burger,181,0
2024-06-01,Pasta,125,0
2024-06-01,Salad,76,0
2024-06-01,Sandwich,179,0
2024-06-01,Rice Bowl,123,0
2024-06-01,Noodles,123,0
2024-06-01,Soup,79,0
2024-06-02,Pizza,120,0
2024-06-02,Burger,164,0
2024-06-02,Pasta,104,0
2024-06-02,Salad,70,0
2024-06-02,Sandwich,167,0
2024-06-02,Rice Bowl,127,0
2024-06-02,Noodles,135,0
2024-06-02,Soup,55,0
2024-06-03,Pizza,63,0
2024-06-03,Burger,73,0
2024-06-03,Pasta,66,0
2024-06-03,Salad,42,0
2024-06-03,Sandwich,92,0
2024-06-03,Rice Bowl,75,0
2024-06-03,Noodles,80,0
2024-06-03,Soup,31,0
2024-06-04,Pizza,87,0
2024-06-04,Burger,105,0
2024-06-04,Pasta,73,0
2024-06-04,Salad,54,0
2024-06-04,Sandwich,94,0
2024-06-04,Rice Bowl,84,0
2024-06-04,Noodles,60,0
2024-06-04,Soup,30,0
2024-06-05,Pizza,93,0
2024-06-05,Burger,104,0
2024-06-05,Pasta,78,0
2024-06-05,Salad,49,0
2024-06-05,Sandwich,76,0
2024-06-05,Rice Bowl,72,0
2024-06-05,Noodles,80,0
2024-06-05,Soup,38,0
2024-06-06,Pizza,73,0
2024-06-06,Burger,104,0
2024-06-06,Pasta,60,0
2024-06-06,Salad,54,0
2024-06-06,Sandwich,85,0
2024-06-06,Rice Bowl,99,0
2024-06-06,Noodles,72,0
2024-06-06,Soup,41,0
2024-06-07,Pizza,74,0
2024-06-07,Burger,95,0
2024-06-07,Pasta,77,0
2024-06-07,Salad,57,0
2024-06-07,Sandwich,107,0
2024-06-07,Rice Bowl,89,0
2024-06-07,Noodles,92,0
2024-06-07,Soup,52,0
2024-06-08,Pizza,150,0
2024-06-08,Burger,137,0
2024-06-08,Pasta,117,0
2024-06-08,Salad,71,0
2024-06-08,Sandwich,136,0
2024-06-08,Rice Bowl,171,0
2024-06-08,Noodles,108,0
2024-06-08,Soup,67,0
2024-06-09,Pizza,130,0
2024-06-09,Burger,168,0
2024-06-09,Pasta,111,0
2024-06-09,Salad,62,0
2024-06-09,Sandwich,130,0
2024-06-09,Rice Bowl,133,0
2024-06-09,Noodles,97,0
2024-06-09,Soup,58,0
2024-06-10,Pizza,58,0
2024-06-10,Burger,74,0
2024-06-10,Pasta,60,0
2024-06-10,Salad,38,0
2024-06-10,Sandwich,83,0
2024-06-10,Rice Bowl,82,0
2024-06-10,Noodles,75,0
2024-06-10,Soup,31,0
2024-06-11,Pizza,65,0
2024-06-11,Burger,79,0
2024-06-11,Pasta,70,0
2024-06-11,Salad,51,0
2024-06-11,Sandwich,69,0
2024-06-11,Rice Bowl,94,0
2024-06-11,Noodles,58,0
2024-06-11,Soup,38,0
2024-06-12,Pizza,86,0
2024-06-12,Burger,114,0
2024-06-12,Pasta,75,0
2024-06-12,Salad,56,0
2024-06-12,Sandwich,84,0
2024-06-12,Rice Bowl,95,0
2024-06-12,Noodles,62,0
2024-06-12,Soup,46,0
2024-06-13,Pizza,85,0
2024-06-13,Burger,118,0
2024-06-13,Pasta,72,0
2024-06-13,Salad,55,0
2024-06-13,Sandwich,95,0
2024-06-13,Rice Bowl,97,0
2024-06-13,Noodles,65,0
2024-06-13,Soup,34,0
2024-06-14,Pizza,82,0
2024-06-14,Burger,99,0
2024-06-14,Pasta,92,0
2024-06-14,Salad,51,0
2024-06-14,Sandwich,123,0
2024-06-14,Rice Bowl,91,0
2024-06-14,Noodles,75,0
2024-06-14,Soup,51,0
2024-06-15,Pizza,143,0
2024-06-15,Burger,168,0
2024-06-15,Pasta,120,0
2024-06-15,Salad,91,0
2024-06-15,Sandwich,135,0
2024-06-15,Rice Bowl,172,0
2024-06-15,Noodles,150,0
2024-06-15,Soup,71,0
2024-06-16,Pizza,109,0
2024-06-16,Burger,167,0
2024-06-16,Pasta,90,0
2024-06-16,Salad,63,0
2024-06-16,Sandwich,126,0
2024-06-16,Rice Bowl,130,0
2024-06-16,Noodles,134,0
2024-06-16,Soup,68,0
2024-06-17,Pizza,78,0
2024-06-17,Burger,87,0
2024-06-17,Pasta,59,0
2024-06-17,Salad,42,0
2024-06-17,Sandwich,96,0
2024-06-17,Rice Bowl,62,0
2024-06-17,Noodles,77,0
2024-06-17,Soup,37,0
2024-06-18,Pizza,74,0
2024-06-18,Burger,103,0
2024-06-18,Pasta,66,0
2024-06-18,Salad,54,0
2024-06-18,Sandwich,99,0
2024-06-18,Rice Bowl,78,0
2024-06-18,Noodles,64,0
2024-06-18,Soup,39,0
2024-06-19,Pizza,93,0
2024-06-19,Burger,88,0
2024-06-19,Pasta,73,0
2024-06-19,Salad,52,0
2024-06-19,Sandwich,98,0
2024-06-19,Rice Bowl,72,0
2024-06-19,Noodles,81,0
2024-06-19,Soup,46,0
2024-06-20,Pizza,73,0
2024-06-20,Burger,93,0
2024-06-20,Pasta,87,0
2024-06-20,Salad,45,0
2024-06-20,Sandwich,107,0
2024-06-20,Rice Bowl,88,0
2024-06-20,Noodles,70,0
2024-06-20,Soup,48,0
2024-06-21,Pizza,89,0
2024-06-21,Burger,115,0
2024-06-21,Pasta,75,0
2024-06-21,Salad,59,0
2024-06-21,Sandwich,89,0
2024-06-21,Rice Bowl,93,0
2024-06-21,Noodles,102,0
2024-06-21,Soup,41,0
2024-06-22,Pizza,143,0
2024-06-22,Burger,157,0
2024-06-22,Pasta,131,0
2024-06-22,Salad,72,0
2024-06-22,Sandwich,180,0
2024-06-22,Rice Bowl,140,0
2024-06-22,Noodles,113,0
2024-06-22,Soup,56,0
2024-06-23,Pizza,108,0
2024-06-23,Burger,157,0
2024-06-23,Pasta,102,0
2024-06-23,Salad,88,0
2024-06-23,Sandwich,136,0
2024-06-23,Rice Bowl,119,0
2024-06-23,Noodles,122,0
2024-06-23,Soup,67,0
2024-06-24,Pizza,62,0
2024-06-24,Burger,78,0
2024-06-24,Pasta,51,0
2024-06-24,Salad,49,0
2024-06-24,Sandwich,86,0
2024-06-24,Rice Bowl,75,0
2024-06-24,Noodles,76,0
2024-06-24,Soup,40,0
2024-06-25,Pizza,78,0
2024-06-25,Burger,108,0
2024-06-25,Pasta,58,0
2024-06-25,Salad,40,0
2024-06-25,Sandwich,77,0
2024-06-25,Rice Bowl,66,0
2024-06-25,Noodles,72,0
2024-06-25,Soup,44,0
2024-06-26,Pizza,65,0
2024-06-26,Burger,84,0
2024-06-26,Pasta,68,0
2024-06-26,Salad,58,0
2024-06-26,Sandwich,83,0
2024-06-26,Rice Bowl,85,0
2024-06-26,Noodles,61,0
2024-06-26,Soup,34,0
2024-06-27,Pizza,100,0
2024-06-27,Burger,124,0
2024-06-27,Pasta,58,0
2024-06-27,Salad,61,0
2024-06-27,Sandwich,99,0
2024-06-27,Rice Bowl,102,0
2024-06-27,Noodles,77,0
2024-06-27,Soup,42,0
2024-06-28,Pizza,91,0
2024-06-28,Burger,122,0
2024-06-28,Pasta,68,0
2024-06-28,Salad,46,0
2024-06-28,Sandwich,95,0
2024-06-28,Rice Bowl,105,0
2024-06-28,Noodles,75,0
2024-06-28,Soup,49,0
2024-06-29,Pizza,160,0
2024-06-29,Burger,141,0
2024-06-29,Pasta,126,0
2024-06-29,Salad,82,0
2024-06-29,Sandwich,174,0
2024-06-29,Rice Bowl,125,0
2024-06-29,Noodles,136,0
2024-06-29,Soup,76,0
2024-06-30,Pizza,146,0
2024-06-30,Burger,167,0
2024-06-30,Pasta,109,0
2024-06-30,Salad,81,0
2024-06-30,Sandwich,161,0
2024-06-30,Rice Bowl,136,0
2024-06-30,Noodles,95,0
2024-06-30,Soup,73,0
2024-07-01,Pizza,116,1
2024-07-01,Burger,144,1
2024-07-01,Pasta,83,1
2024-07-01,Salad,71,1
2024-07-01,Sandwich,116,1
2024-07-01,Rice Bowl,121,1
2024-07-01,Noodles,85,1
2024-07-01,Soup,57,1
2024-07-02,Pizza,136,1
2024-07-02,Burger,116,1
2024-07-02,Pasta,118,1
2024-07-02,Salad,68,1
2024-07-02,Sandwich,147,1
2024-07-02,Rice Bowl,134,1
2024-07-02,Noodles,109,1
2024-07-02,Soup,62,1
2024-07-03,Pizza,138,1
2024-07-03,Burger,144,1
2024-07-03,Pasta,97,1
2024-07-03,Salad,80,1
2024-07-03,Sandwich,151,1
2024-07-03,Rice Bowl,140,1
2024-07-03,Noodles,125,1
2024-07-03,Soup,58,1
2024-07-04,Pizza,142,1
2024-07-04,Burger,133,1
2024-07-04,Pasta,112,1
2024-07-04,Salad,63,1
2024-07-04,Sandwich,131,1
2024-07-04,Rice Bowl,126,1
2024-07-04,Noodles,113,1
2024-07-04,Soup,67,1
2024-07-05,Pizza,131,1
2024-07-05,Burger,168,1
2024-07-05,Pasta,108,1
2024-07-05,Salad,81,1
2024-07-05,Sandwich,138,1
2024-07-05,Rice Bowl,121,1
2024-07-05,Noodles,134,1
2024-07-05,Soup,73,1
2024-07-06,Pizza,212,1
2024-07-06,Burger,249,1
2024-07-06,Pasta,168,1
2024-07-06,Salad,145,1
2024-07-06,Sandwich,229,1
2024-07-06,Rice Bowl,213,1
2024-07-06,Noodles,154,1
2024-07-06,Soup,94,1
2024-07-07,Pizza,178,1
2024-07-07,Burger,224,1
2024-07-07,Pasta,169,1
2024-07-07,Salad,118,1
2024-07-07,Sandwich,219,1
2024-07-07,Rice Bowl,219,1
2024-07-07,Noodles,197,1
2024-07-07,Soup,101,1
2024-07-08,Pizza,85,0
2024-07-08,Burger,72,0
2024-07-08,Pasta,55,0
2024-07-08,Salad,36,0
2024-07-08,Sandwich,85,0
2024-07-08,Rice Bowl,88,0
2024-07-08,Noodles,60,0
2024-07-08,Soup,42,0
2024-07-09,Pizza,62,0
2024-07-09,Burger,111,0
2024-07-09,Pasta,62,0
2024-07-09,Salad,39,0
2024-07-09,Sandwich,85,0
2024-07-09,Rice Bowl,72,0
2024-07-09,Noodles,65,0
2024-07-09,Soup,35,0
2024-07-10,Pizza,89,0
2024-07-10,Burger,101,0
2024-07-10,Pasta,64,0
2024-07-10,Salad,52,0
2024-07-10,Sandwich,97,0
2024-07-10,Rice Bowl,77,0
2024-07-10,Noodles,72,0
2024-07-10,Soup,33,0
2024-07-11,Pizza,73,0
2024-07-11,Burger,112,0
2024-07-11,Pasta,64,0
2024-07-11,Salad,53,0
2024-07-11,Sandwich,102,0
2024-07-11,Rice Bowl,75,0
2024-07-11,Noodles,80,0
2024-07-11,Soup,37,0
2024-07-12,Pizza,109,0
2024-07-12,Burger,114,0
2024-07-12,Pasta,90,0
2024-07-12,Salad,58,0
2024-07-12,Sandwich,84,0
2024-07-12,Rice Bowl,102,0
2024-07-12,Noodles,101,0
2024-07-12,Soup,47,0
2024-07-13,Pizza,152,0
2024-07-13,Burger,194,0
2024-07-13,Pasta,105,0
2024-07-13,Salad,74,0
2024-07-13,Sandwich,158,0
2024-07-13,Rice Bowl,138,0
2024-07-13,Noodles,143,0
2024-07-13,Soup,78,0
2024-07-14,Pizza,117,0
2024-07-14,Burger,139,0
2024-07-14,Pasta,121,0
2024-07-14,Salad,70,0
2024-07-14,Sandwich,158,0
2024-07-14,Rice Bowl,128,0
2024-07-14,Noodles,124,0
2024-07-14,Soup,52,0
2024-07-15,Pizza,75,0
2024-07-15,Burger,88,0
2024-07-15,Pasta,65,0
2024-07-15,Salad,39,0
2024-07-15,Sandwich,88,0
2024-07-15,Rice Bowl,87,0
2024-07-15,Noodles,59,0
2024-07-15,Soup,30,0
2024-07-16,Pizza,61,0
2024-07-16,Burger,100,0
2024-07-16,Pasta,69,0
2024-07-16,Salad,48,0
2024-07-16,Sandwich,76,0
2024-07-16,Rice Bowl,77,0
2024-07-16,Noodles,73,0
2024-07-16,Soup,37,0
2024-07-17,Pizza,95,0
2024-07-17,Burger,85,0
2024-07-17,Pasta,75,0
2024-07-17,Salad,48,0
2024-07-17,Sandwich,87,0
2024-07-17,Rice Bowl,92,0
2024-07-17,Noodles,80,0
2024-07-17,Soup,47,0
2024-07-18,Pizza,71,0
2024-07-18,Burger,88,0
2024-07-18,Pasta,80,0
2024-07-18,Salad,54,0
2024-07-18,Sandwich,85,0
2024-07-18,Rice Bowl,74,0
2024-07-18,Noodles,65,0
2024-07-18,Soup,48,0
2024-07-19,Pizza,80,0
2024-07-19,Burger,106,0
2024-07-19,Pasta,71,0
2024-07-19,Salad,54,0
2024-07-19,Sandwich,85,0
2024-07-19,Rice Bowl,98,0
2024-07-19,Noodles,71,0
2024-07-19,Soup,51,0
2024-07-20,Pizza,120,0
2024-07-20,Burger,171,0
2024-07-20,Pasta,136,0
2024-07-20,Salad,89,0
2024-07-20,Sandwich,154,0
2024-07-20,Rice Bowl,133,0
2024-07-20,Noodles,118,0
2024-07-20,Soup,72,0
2024-07-21,Pizza,149,0
2024-07-21,Burger,166,0
2024-07-21,Pasta,111,0
2024-07-21,Salad,85,0
2024-07-21,Sandwich,138,0
2024-07-21,Rice Bowl,109,0
2024-07-21,Noodles,119,0
2024-07-21,Soup,73,0
2024-07-22,Pizza,62,0
2024-07-22,Burger,96,0
2024-07-22,Pasta,55,0
2024-07-22,Salad,45,0
2024-07-22,Sandwich,67,0
2024-07-22,Rice Bowl,74,0
2024-07-22,Noodles,74,0
2024-07-22,Soup,33,0
2024-07-23,Pizza,81,0
2024-07-23,Burger,106,0
2024-07-23,Pasta,77,0
2024-07-23,Salad,42,0
2024-07-23,Sandwich,82,0
2024-07-23,Rice Bowl,69,0
2024-07-23,Noodles,85,0
2024-07-23,Soup,44,0
2024-07-24,Pizza,81,0
2024-07-24,Burger,113,0
2024-07-24,Pasta,70,0
2024-07-24,Salad,52,0
2024-07-24,Sandwich,75,0
2024-07-24,Rice Bowl,93,0
2024-07-24,Noodles,63,0
2024-07-24,Soup,45,0
2024-07-25,Pizza,93,0
2024-07-25,Burger,113,0
2024-07-25,Pasta,59,0
2024-07-25,Salad,48,0
2024-07-25,Sandwich,85,0
2024-07-25,Rice Bowl,84,0
2024-07-25,Noodles,65,0
2024-07-25,Soup,49,0
2024-07-26,Pizza,93,0
2024-07-26,Burger,106,0
2024-07-26,Pasta,77,0
2024-07-26,Salad,56,0
2024-07-26,Sandwich,107,0
2024-07-26,Rice Bowl,98,0
2024-07-26,Noodles,100,0
2024-07-26,Soup,45,0
2024-07-27,Pizza,161,0
2024-07-27,Burger,192,0
2024-07-27,Pasta,104,0
2024-07-27,Salad,99,0
2024-07-27,Sandwich,128,0
2024-07-27,Rice Bowl,161,0
2024-07-27,Noodles,120,0
2024-07-27,Soup,77,0
2024-07-28,Pizza,143,0
2024-07-28,Burger,175,0
2024-07-28,Pasta,121,0
2024-07-28,Salad,71,0
2024-07-28,Sandwich,116,0
2024-07-28,Rice Bowl,127,0
2024-07-28,Noodles,101,0
2024-07-28,Soup,67,0
2024-07-29,Pizza,67,0
2024-07-29,Burger,107,0
2024-07-29,Pasta,66,0
2024-07-29,Salad,50,0
2024-07-29,Sandwich,69,0
2024-07-29,Rice Bowl,87,0
2024-07-29,Noodles,78,0
2024-07-29,Soup,35,0
2024-07-30,Pizza,79,0
2024-07-30,Burger,105,0
2024-07-30,Pasta,57,0
2024-07-30,Salad,47,0
2024-07-30,Sandwich,82,0
2024-07-30,Rice Bowl,69,0
2024-07-30,Noodles,67,0
2024-07-30,Soup,31,0
2024-07-31,Pizza,64,0
2024-07-31,Burger,85,0
2024-07-31,Pasta,82,0
2024-07-31,Salad,50,0
2024-07-31,Sandwich,106,0
2024-07-31,Rice Bowl,82,0
2024-07-31,Noodles,69,0
2024-07-31,Soup,40,0
2024-08-01,Pizza,81,0
2024-08-01,Burger,88,0
2024-08-01,Pasta,77,0
2024-08-01,Salad,46,0
2024-08-01,Sandwich,99,0
2024-08-01,Rice Bowl,94,0
2024-08-01,Noodles,67,0
2024-08-01,Soup,34,0
2024-08-02,Pizza,102,0
2024-08-02,Burger,113,0
2024-08-02,Pasta,66,0
2024-08-02,Salad,68,0
2024-08-02,Sandwich,85,0
2024-08-02,Rice Bowl,105,0
2024-08-02,Noodles,102,0
2024-08-02,Soup,41,0
2024-08-03,Pizza,115,0
2024-08-03,Burger,143,0
2024-08-03,Pasta,108,0
2024-08-03,Salad,71,0
2024-08-03,Sandwich,163,0
2024-08-03,Rice Bowl,118,0
2024-08-03,Noodles,127,0
2024-08-03,Soup,81,0
2024-08-04,Pizza,140,0
2024-08-04,Burger,163,0
2024-08-04,Pasta,100,0
2024-08-04,Salad,81,0
2024-08-04,Sandwich,141,0
